Date,W0000_0600,W0601_1200,W1201_1800,W1801_2359,WS1,WS2,WS3,WS4,AS0000_0600,AS0601_1200,AS1201_1800,AS1801_2359,P_Value(in),A_Total,Accident
9/19/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
9/20/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
9/21/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
9/22/2016,Clear,Clear,Fog,Clear,NA,NA,Severe,NA,0,0,2,0,0,1,TRUE
9/23/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,3,0,4,TRUE
9/24/2016,Fog,Clear,Clear,Clear,Moderate,NA,NA,NA,0,0,0,0,0,0,FALSE
9/25/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
9/26/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
9/27/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,3,0,7,TRUE
9/28/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,2,TRUE
9/29/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,4,0,8,TRUE
9/30/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,2,0,0,0,5,TRUE
10/1/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/2/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,2,0,2,TRUE
10/3/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,2,0,3,TRUE
10/4/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,2,TRUE
10/5/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,0,0,2,TRUE
10/6/2016,Clear,Clear,Rain,Rain,NA,NA,Light,Light,0,3,0,0,0.24,2,TRUE
10/7/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,2,2,0,0,8,TRUE
10/8/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,4,0,1,TRUE
10/9/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/10/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,4,0,0,2,TRUE
10/11/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,0,0,0,3,TRUE
10/12/2016,Rain,Rain,Rain,Clear,Light,Light,Light,NA,0,0,2,0,0.05,1,TRUE
10/13/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
10/14/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,2,0,4,TRUE
10/15/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/16/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/17/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,0,0,0,3,TRUE
10/18/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,0,0,2,TRUE
10/19/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
10/20/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,4,2,0,3,TRUE
10/21/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,0,0,0,2,TRUE
10/22/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/23/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/24/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,4,0,0,6,TRUE
10/25/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,2,TRUE
10/26/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,0,0,0,3,TRUE
10/27/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/28/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
10/29/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,4,4,0,3,TRUE
10/30/2016,Clear,Fog,Fog,Clear,NA,Severe,Severe,NA,0,0,0,0,0,0,FALSE
10/31/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
11/1/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,0,0,0,3,TRUE
11/2/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,0,0,5,TRUE
11/3/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,0,0,0,4,TRUE
11/4/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,0,0,0,5,TRUE
11/5/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,2,0,1,TRUE
11/6/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/7/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,4,0,0,3,TRUE
11/8/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
11/9/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,0,0,0,2,TRUE
11/10/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,4,0,1,TRUE
11/11/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,2,TRUE
11/12/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/13/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/14/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,3,TRUE
11/15/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,0,0,0,4,TRUE
11/16/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,5,TRUE
11/17/2016,Snow,Clear,Clear,Snow,Light,NA,NA,Light,0,0,4,2,0.2,5,TRUE
11/18/2016,Snow,Clear,Clear,Clear,Light,NA,NA,NA,2,2,0,0,0.13,4,TRUE
11/19/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/20/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,4,0,1,TRUE
11/21/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,2,TRUE
11/22/2016,Clear,Rain,Rain,Rain,NA,Light,Light,Light,0,4,0,0,0.56,1,TRUE
11/23/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,6,TRUE
11/24/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,0,0,1,TRUE
11/25/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/26/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,4,0,1,TRUE
11/27/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
11/28/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
11/29/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
11/30/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,2,TRUE
12/1/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,4,0,0,0,4,TRUE
12/2/2016,Clear,Clear,Clear,Snow,NA,NA,NA,Light,2,0,2,0,0.05,3,TRUE
12/3/2016,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,0,0,0,0,0,0,FALSE
12/4/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
12/5/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
12/6/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,2,TRUE
12/7/2016,Snow,Snow,Snow,Snow,Light,Light,Light,Light,0,0,4,0,0.08,2,TRUE
12/8/2016,Fog,Clear,Clear,Clear,Moderate,NA,NA,NA,2,0,0,0,0,2,TRUE
12/9/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,3,0,3,TRUE
12/10/2016,Fog,Fog,Clear,Clear,Moderate,Moderate,NA,NA,0,0,0,0,0,0,FALSE
12/11/2016,Clear,Snow,Snow,Clear,NA,Light,Moderate,NA,0,0,0,0,0.16,0,FALSE
12/12/2016,Clear,Fog,Fog,Clear,NA,Moderate,Moderate,NA,4,0,0,0,0,2,TRUE
12/13/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,4,TRUE
12/14/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
12/15/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
12/16/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,4,TRUE
12/17/2016,Fog,Snow,Snow,Clear,Severe,Light,Light,NA,0,0,0,0,0.36,0,FALSE
12/18/2016,Cold,Cold,Clear,Clear,Severe,Severe,NA,NA,3,2,0,0,0,4,TRUE
12/19/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,0,0,3,TRUE
12/20/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,3,TRUE
12/21/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,0,0,0,1,TRUE
12/22/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,3,TRUE
12/23/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
12/24/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
12/25/2016,Clear,Rain,Snow,Rain,NA,Light,Light,Light,3,0,0,0,0,1,TRUE
12/26/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
12/27/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,0,0,3,TRUE
12/28/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,2,TRUE
12/29/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,2,0,0,3,TRUE
12/30/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,3,0,0,4,TRUE
12/31/2016,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,3,0,0,2,TRUE
1/1/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
1/2/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
1/3/2017,Snow,Snow,Snow,Clear,Light,Light,Light,NA,2,0,0,0,0,2,TRUE
1/4/2017,Snow,Snow,Snow,Clear,Light,Light,Light,NA,2,2,0,0,0.25,2,TRUE
1/5/2017,Clear,Snow,Clear,Snow,NA,Light,NA,Light,3,2,0,0,0.37,5,TRUE
1/6/2017,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,0,0,0,0,0,0,FALSE
1/7/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,0,0,0,0,1,TRUE
1/8/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
1/9/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
1/10/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,2,TRUE
1/11/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,2,0,0,1,TRUE
1/12/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,0,0,1,TRUE
1/13/2017,Fog,Clear,Fog,Fog,Moderate,NA,Moderate,Moderate,2,0,2,0,0,2,TRUE
1/14/2017,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,0,0,2,3,0,2,TRUE
1/15/2017,Snow,Fog,Fog,Snow,Light,Moderate,Moderate,Light,0,0,0,0,0,0,FALSE
1/16/2017,Clear,Snow,Snow,Snow,NA,Light,Moderate,Moderate,3,0,0,0,0.33,2,TRUE
1/17/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
1/18/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,4,0,0,2,TRUE
1/19/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,0,0,3,TRUE
1/20/2017,Clear,Clear,Snow,Clear,NA,NA,Light,NA,2,2,0,0,0,2,TRUE
1/21/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
1/22/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,4,0,1,TRUE
1/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
1/24/2017,Clear,Clear,Fog,Clear,NA,NA,Severe,NA,2,0,0,0,0,3,TRUE
1/25/2017,Snow,Snow,Clear,Clear,Light,Light,NA,NA,0,2,2,0,0,2,TRUE
1/26/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,0,0,0,0,1,TRUE
1/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
1/28/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,4,0,1,TRUE
1/29/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
1/30/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,4,0,0,3,TRUE
1/31/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
2/1/2017,Fog,Snow,Snow,Fog,Severe,Light,Light,Severe,0,2,4,4,0,6,TRUE
2/2/2017,Rain,Clear,Snow,Snow,Light,NA,Light,Light,0,0,2,0,0,1,TRUE
2/3/2017,Fog,Snow,Snow,Fog,Severe,Light,Light,Moderate,0,2,0,0,0,2,TRUE
2/4/2017,Fog,Fog,Clear,Clear,Moderate,Moderate,NA,NA,0,3,0,0,0,1,TRUE
2/5/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
2/6/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,2,0,0,0,2,TRUE
2/7/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
2/8/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,0,0,1,TRUE
2/9/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,0,0,0,3,TRUE
2/10/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
2/11/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
2/12/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
2/13/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,4,2,2,0,0,6,TRUE
2/14/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,2,0,0,2,TRUE
2/15/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
2/16/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
2/17/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,5,TRUE
2/18/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
2/19/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
2/20/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,0,2,0,0,0,1,TRUE
2/21/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
2/22/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
2/23/2017,Clear,Clear,Snow,Snow,NA,NA,Heavy,Light,2,0,0,0,0.24,2,TRUE
2/24/2017,Snow,Snow,Clear,Snow,Light,Light,NA,Light,0,2,0,0,0.13,2,TRUE
2/25/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
2/26/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,0,0,1,TRUE
2/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
2/28/2017,Snow,Clear,Clear,Snow,Light,NA,NA,Light,0,0,0,0,0.04,0,FALSE
3/1/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
3/2/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,2,0,0,2,TRUE
3/3/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,2,TRUE
3/4/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
3/5/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
3/6/2017,Clear,Clear,Clear,Storm,NA,NA,NA,Severe,2,0,0,0,0,1,TRUE
3/7/2017,Clear,Clear,Storm,Storm,NA,NA,Severe,Severe,0,0,0,0,0,0,FALSE
3/8/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,3,0,0,0,3,TRUE
3/9/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,0,0,0,1,TRUE
3/10/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,2,0,0,4,TRUE
3/11/2017,Clear,Clear,Rain,Clear,NA,NA,Light,NA,0,0,0,0,0.02,0,FALSE
3/12/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,3,0,1,TRUE
3/13/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,3,TRUE
3/14/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,2,TRUE
3/15/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
3/16/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,0,0,0,3,TRUE
3/17/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
3/18/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
3/19/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
3/20/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,2,0,0,2,TRUE
3/21/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
3/22/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
3/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
3/24/2017,Rain,Snow,Snow,Rain,Light,Moderate,Moderate,Light,0,0,0,0,0.94,0,FALSE
3/25/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,4,0,0,2,TRUE
3/26/2017,Clear,Clear,Rain,Clear,NA,NA,Light,NA,0,0,0,0,0,0,FALSE
3/27/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,4,0,0,2,TRUE
3/28/2017,Rain,Rain,Clear,Rain,Light,Light,NA,Light,0,0,0,0,0.22,0,FALSE
3/29/2017,Clear,Rain,Rain,Clear,NA,Light,Light,NA,4,2,0,0,0.04,5,TRUE
3/30/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,2,TRUE
3/31/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,2,0,0,0.12,2,TRUE
4/1/2017,Snow,Snow,Rain,Rain,Light,Light,Light,Light,0,0,0,0,0.13,0,FALSE
4/2/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
4/3/2017,Rain,Fog,Fog,Clear,Light,Severe,Severe,NA,0,0,0,0,0.13,0,FALSE
4/4/2017,Snow,Snow,Snow,Snow,Moderate,Light,Light,Moderate,0,0,0,0,0.37,0,FALSE
4/5/2017,Snow,Clear,Clear,Clear,Light,NA,NA,NA,0,0,0,0,0.02,0,FALSE
4/6/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,3,TRUE
4/7/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,3,TRUE
4/8/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,0,0,1,TRUE
4/9/2017,Storm,Clear,Rain,Storm,Severe,NA,Light,Severe,0,0,0,0,0,0,FALSE
4/10/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
4/11/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,1,TRUE
4/12/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,2,0,0,0,1,TRUE
4/13/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,4,2,0,0,3,TRUE
4/14/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,6,TRUE
4/15/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
4/16/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
4/17/2017,Clear,Clear,Fog,Clear,NA,NA,Moderate,NA,2,0,0,0,0,1,TRUE
4/18/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
4/19/2017,Clear,Clear,Fog,Clear,NA,NA,Severe,NA,2,3,0,0,0,3,TRUE
4/20/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,2,2,0,0.08,3,TRUE
4/21/2017,Rain,Rain,Rain,Clear,Light,Light,Light,NA,0,3,0,0,0.06,1,TRUE
4/22/2017,Rain,Clear,Rain,Clear,Light,NA,Light,NA,0,0,0,0,0.2,0,FALSE
4/23/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,3,0,0,1,TRUE
4/24/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,2,0,2,TRUE
4/25/2017,Clear,Rain,Clear,Rain,NA,Light,NA,Light,2,0,4,0,0.02,4,TRUE
4/26/2017,Rain,Snow,Clear,Clear,Light,Light,NA,NA,0,0,0,0,0.04,0,FALSE
4/27/2017,Clear,Clear,Clear,Rain,NA,NA,NA,Light,0,2,0,0,0,1,TRUE
4/28/2017,Clear,Clear,Clear,Rain,NA,NA,NA,Light,2,2,0,0,0,2,TRUE
4/29/2017,Snow,Snow,Snow,Snow,Light,Light,Light,Light,0,0,3,0,0.41,4,TRUE
4/30/2017,Snow,Clear,Clear,Clear,Light,NA,NA,NA,0,0,0,0,0.03,0,FALSE
5/1/2017,Clear,Clear,Cold,Clear,NA,NA,Severe,NA,2,2,0,0,0,2,TRUE
5/2/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,4,TRUE
5/3/2017,Clear,Rain,Rain,Rain,NA,Light,Light,Light,2,0,0,0,0.18,1,TRUE
5/4/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,3,0,0,2,TRUE
5/5/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,6,TRUE
5/6/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,0,0,0,0,0,FALSE
5/7/2017,Clear,Clear,Clear,Storm,NA,NA,NA,Severe,0,0,0,0,0,0,FALSE
5/8/2017,Clear,Rain,Clear,Rain,NA,Light,NA,Light,2,0,0,0,0.03,2,TRUE
5/9/2017,Rain,Clear,Clear,Clear,Moderate,NA,NA,NA,0,2,3,0,0.83,2,TRUE
5/10/2017,Rain,Rain,Clear,Rain,Light,Light,NA,Light,0,2,2,0,0.29,7,TRUE
5/11/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,2,2,3,0,0.04,4,TRUE
5/12/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,3,4,0,0,8,TRUE
5/13/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
5/14/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
5/15/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,3,TRUE
5/16/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,0,0,0,0.12,0,FALSE
5/17/2017,Rain,Clear,Clear,Clear,Light,NA,NA,NA,2,2,0,0,0.03,9,TRUE
5/18/2017,Snow,Rain,Rain,Snow,Light,Light,Light,Light,0,0,0,0,3.35,0,FALSE
5/19/2017,Snow,Clear,Rain,Snow,Light,NA,Light,Light,0,0,0,0,0.16,0,FALSE
5/20/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
5/21/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,3,0,0,0,1,TRUE
5/22/2017,Rain,Rain,Clear,Rain,Light,Moderate,NA,Light,0,0,2,4,0.36,2,TRUE
5/23/2017,Rain,Clear,Clear,Clear,Moderate,NA,NA,NA,2,2,0,0,0.12,4,TRUE
5/24/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,4,0,0,0,7,TRUE
5/25/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
5/26/2017,Rain,Rain,Fog,Rain,Light,Light,Moderate,Light,3,3,3,0,0.22,5,TRUE
5/27/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,0,0,0,0,0.28,0,FALSE
5/28/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,4,0,0,1,TRUE
5/29/2017,Rain,Rain,Clear,Rain,Light,Light,NA,Light,0,0,0,0,0.07,0,FALSE
5/30/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,2,0,0,0,5,TRUE
5/31/2017,Rain,Rain,Clear,Rain,Light,Light,NA,Light,2,2,0,0,0,3,TRUE
6/1/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,2,3,0,0,0,4,TRUE
6/2/2017,Rain,Clear,Clear,Rain,Light,NA,NA,Light,2,0,0,0,0,2,TRUE
6/3/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
6/4/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,0,0,0,0,0,0,FALSE
6/5/2017,Clear,Clear,Clear,Rain,NA,NA,NA,Light,2,2,0,0,0,4,TRUE
6/6/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,3,0,0,0,0,1,TRUE
6/7/2017,Rain,Rain,Clear,Rain,Light,Light,NA,Light,3,2,0,0,0,5,TRUE
6/8/2017,Rain,Rain,Clear,Clear,Light,Light,NA,NA,0,0,0,0,0,0,FALSE
6/9/2017,Clear,Clear,Clear,Clear,NA,NA,NA,NA,2,0,0,0,0,2,TRUE
